filename,item_title,item_subtitle,item_image,item_url,url_main,item_summary,type,hierarchy1,content
spokengospel_Song of Songs 6:4-7:10_video,Song of Songs 6:4-7:10,His Desire Is For Me!,https://cdn.prod.website-files.com/63ec12d1cd984b7ed1155746/6402933e4b57269e986b4bf4_book-hero-ph.webp,https://www.youtube.com/watch?v=hkl8wn8c-_Y,https://www.spokengospel.com/devotionals/song-of-songs-64-710#read,"In Song of Songs 6:4-7:10, we see that Jesus truly loves and desires us. In fact, he proved his love and desire for us by dying on the cross.",video,Song Of Songs Bible Study,
spokengospel_Jeremiah 29_text,Jeremiah 29,Be Good Babylonians,https://cdn.prod.website-files.com/63ec12d1cd984b7ed1155746/6402933e4b57269e986b4bf4_book-hero-ph.webp,https://www.spokengospel.com/devotionals/jeremiah-29#read,,"In Jeremiah 29, we see that by faith in Jesus, you can be close to God and experience his restorative power.",Website,Jeremiah Bible Study,"What’s Happening?

Judah’s king, Jehoiachin was an evil man who deepened Judah’s rebellion against God. So God sent the king of Babylon to invade Judah’s borders and exile Judah’s citizens (Jeremiah 29:1-3). But Jeremiah writes a letter encouraging these captives that God will soon restore them to their land and restore their relationship with God. First, Jeremiah tells these Judean exiles to become good Babylonian citizens. They should plant gardens, improve their city, and advocate for peace and prosperity among their oppressors. They should get married and have children in anticipation of God returning them to their homes. Even though they are in the middle of a deserved punishment for the ways they have abandoned God and worshiped other gods, God has made plans for their good. There is hope even in exile because God has planned a new future for his disobedient and condemned people (Jeremiah 29:4-7). In just 70 years, God will fulfill all his promises, restore them to their homeland, and restore their broken relationship with him (Jeremiah 29:10-14). 

However, some religious leaders disagreed with Jeremiah’s understanding of their exile and his posture towards their oppressors. Some said the hope of God’s people wasn’t in settling down but in fighting for Judean independence alongside the current king of Judah (Jeremiah 29:15-16, 20). A priest in Jerusalem even sends a letter to one of the chief priests in Babylon asking why he has not punished Jeremiah for his seemingly unpatriotic and pro-Babylonian prophecies (Jeremiah 29:24-28). In response, Jeremiah says the future of God’s people belongs to those willing to accept their punishment in exile. God has already punished Judah once by sending one wave of exiles into Babylon. Jeremiah warns that if Judah’s religious and political leaders don’t stop resisting Babylonian rule, God will ensure both they and their nation will be destroyed (Jeremiah 29:15-22, 29-32). 

Where is the Gospel?

The only way God’s guilty and condemned people could return to their homeland, and their relationship with God was to accept God’s punishment, submit to exile, and seek the peace of their oppressors. None of Judah’s religious and political leaders wanted to hear this. They were too committed to their nation to imagine that God would ask them to give up what they valued most, much less restore it once it was lost. But God intends to restore his people to what they have lost when they accept guilt, choose exile, and seek the good of enemies. 

God is so committed to this that he did it himself in the person of Jesus. In Jesus, God accepted the guilt of his people and was exiled to the grave for the rebellion of his citizens. Even though his fellow citizens rejected him, God sought the good of his enemies and the peace of his oppressors by dying in their place (Romans 5:6-11). With some of his last words, Jesus asked God to forgive those responsible for his death (Luke 23:34). And just as God promised his people a restoration after their exile, God raised Jesus from the dead and returned him to his throne in heaven to rule alongside him.

Like Judah was literally, many of us feel like exiles spiritually. We feel guilty, condemned, and far from his promises of restoration. But the good news is that by faith in Jesus, you can be close to God and experience his restorative power. When you accept your guilt and embrace Jesus’ death in your place, God promises he will give you a new home and relationship with him forever.

See For Yourself

I pray that the Holy Spirit will open your eyes to see the God who restores his people. And may you see Jesus as the one who has accepted the guilt and exile of people like us. "
spokengospel_Jeremiah 29_video,Jeremiah 29,Be Good Babylonians,https://cdn.prod.website-files.com/63ec12d1cd984b7ed1155746/6402933e4b57269e986b4bf4_book-hero-ph.webp,https://www.youtube.com/watch?v=cuKeCgDByCk,https://www.spokengospel.com/devotionals/jeremiah-29#read,"In Jeremiah 29, we see that by faith in Jesus, you can be close to God and experience his restorative power.",video,Jeremiah Bible Study,
spokengospel_Jeremiah 20_text,Jeremiah 20,Jeremiah’s Panicked Prayers,https://cdn.prod.website-files.com/63ec12d1cd984b7ed1155746/6402933e4b57269e986b4bf4_book-hero-ph.webp,https://www.spokengospel.com/devotionals/jeremiah-20#read,,"In Jeremiah 20, we see that in Jesus, everyone who brings their questions and sufferings to God will be answered with life from the dead.",Website,Jeremiah Bible Study,"What’s Happening?

Before Jeremiah was born, God chose him to be his representative and spokesman to the disobedient people of Judah (Jeremiah 1:4-5). And Jeremiah has just traveled through the city of Jerusalem, preaching and prophesying its imminent destruction for its disloyalty to God and the continued practice of child sacrifice. In response to his public denouncement of Judah and her leadership, one of the temple’s leading priests, Pashhur, arrests Jeremiah, has him beaten, and places him in the stocks overnight (Jeremiah 20:1-2). The following day, Jeremiah reveals that God has given Pashhur a new name: “Terror on Every Side.” His new name is his future. Pashhur has failed to listen to the God he claims to serve. He has used his platform to speak lies in God’s name and discredit Jeremiah, the prophet God has chosen as his representative. So, for his role in Jeremiah’s suffering, Pashhur will soon die (Jeremiah 20:3-6).

But disturbed by his night in the stocks, Jeremiah accuses God of lying to him (Jeremiah 20:7). When God commissioned him as his prophet, made him his representative, and placed his words in his mouth, God said he would protect Jeremiah (Jeremiah 1:18). But as he’s faithfully delivered God’s message he’s only experienced public shaming, ridicule, and torture (Jeremiah 20:8). Every time he opens his mouth his peers relentlessly persecute him. And if he tries to say nothing, God’s words start to eat him alive, and it feels as if his bones are on fire (Jeremiah 20:9-10). But despite all this, Jeremiah still believes that God is a strong warrior who fights on behalf of the innocent and the righteous (Jeremiah 20:11-12). So he resolves to worship the God who rescues weak and needy people like him (Jeremiah 10:13).

But right after Jeremiah rallied himself to worship, Jeremiah wishes he had never been born. In light of the suffering God’s calling has forced on his life, he says that if God chose him before he was born, his birthday is nothing to celebrate (Jeremiah 20:14). He wishes God would kill the man who neglected to kill him in his mother’s womb. Jeremiah believes his stillbirth would have been better than the life of shame, sorrow, and bitterness that has come from being God’s chosen prophet (Jeremiah 20:15-18). 

Where is the Gospel?

The brutal honesty of Jeremiah can be difficult to hear. But Jeremiah’s tortured screams and panicked prayers ask God the questions all of us ask, even if we don’t dare to say them out loud. If God is good, why do we suffer? If God has promised to protect us, why doesn’t he? Why does God say one thing but do another? Is God a liar? Are we just deceived? 

The answers to these questions are revealed in God’s final prophet, Jesus. Jesus was not only God’s commissioned representative on earth but God’s son (Hebrews 1:1-3). Like Jeremiah, he was hunted, slandered, mocked, beaten, and even sentenced to death by the temple’s leading priests. Jesus knows Jeremiah’s agony and has even prayed our blunt prayers. As Jeremiah questioned God in his wooden stocks, Jesus asked God on the cross why he had abandoned him, his only son (Matthew 27:46). Jesus knows the pain of our seemingly unanswered prayers.

But God’s answer to Jesus’s prayer came three days later. God raised Jesus from the dead (Romans 8:11). As God’s representative, he embodies God’s answer to our blunt questions, dark thoughts, and hard prayers. And God’s answer is resurrection. Everyone who brings their questions and sufferings to God will be answered with life from the dead. God is not a liar. We are not deceived. He has heard our prayers. Our enemies, even death itself, will be defeated. God has entered our suffering, and he promises we will be raised with him (Romans 6:5)

See For Yourself

I pray that the Holy Spirit will open your eyes to see the God who hears our prayers. And may you see Jesus as the one whose death and resurrection is our answer.  "
spokengospel_Jeremiah 20_video,Jeremiah 20,Jeremiah’s Panicked Prayers,https://cdn.prod.website-files.com/63ec12d1cd984b7ed1155746/6402933e4b57269e986b4bf4_book-hero-ph.webp,https://www.youtube.com/watch?v=1IIdfvuJpmc,https://www.spokengospel.com/devotionals/jeremiah-20#read,"In Jeremiah 20, we see that in Jesus, everyone who brings their questions and sufferings to God will be answered with life from the dead.",video,Jeremiah Bible Study,
spokengospel_Jeremiah 36_text,Jeremiah 36,The Fate of Nations,https://cdn.prod.website-files.com/63ec12d1cd984b7ed1155746/6402933e4b57269e986b4bf4_book-hero-ph.webp,https://www.spokengospel.com/devotionals/jeremiah-36#read,,"In Jeremiah 36, we see that we need a king who responds appropriately to God’s Word. Thankfully, God has given us that King in his son, Jesus. ",Website,Jeremiah Bible Study,"What’s Happening?

The fate of Judah hinges on its kings’ willingness to listen to God’s words. If a king listens, he and his nation will flourish. But if he doesn’t, he and his government are doomed. When Jeremiah first became a prophet, Judah’s king, Josiah, found a copy of God’s Word in the temple. When a man named Shaphan reads it to him, he becomes afraid and tears his robe. Josiah was scared because he realized how far Judah had strayed from God’s laws and the severe punishment due to lawbreakers like them. So Josiah recommitted himself to God’s Word, burned the shrines and idols around Judah, and asked a prophet what to do next. Josiah’s prophet tells him that because he repented, he would not experience the punishment God’s Word demanded and would live the rest of his days in peace (2 Kings 22-23). Josiah saved his people from disaster during his reign by listening to and obeying God’s Word.

Josiah’s son, Jehoiakim, is now in power, and Jeremiah warns him that if he does not stop Judah’s evil and idolatry, God will punish him. Babylon will invade their country and burn their capital to the ground—but Josiah’s son does not listen. So God tells Jeremiah to compile all the prophecies he’s delivered over the last 20 years and make a final plea to his people in hopes of their repentance (Jeremiah 36:1-10). Jeremiah’s prophecies are then read to three different audiences, each more powerful than the last until finally they are read to King Jehoiakim (Jeremiah 36:11-19). 

But as they are read, King Jehoiakim proves he’s nothing like his father. Unlike his father, he doesn’t fear God, tear his robe, burn down idols, or ask God’s prophets for advice. Instead, he resents God’s warnings and tears Jeremiah’s prophecies line by line from their scroll and burns them in a fire (Jeremiah 36:20-23). And rather than asking for the prophet’s advice, he demands Jeremiah’s arrest (Jeremiah 36:24-26). But when word reaches Jeremiah that Jehoiakim burned his scroll of prophecies, God tells him to rewrite the ending. The story has changed. It’s too late for repentance. Jehoiakim has sealed Judah’s fate. Disaster is coming for Jehoiakim’s kingdom; Babylon will exile him, and his dynasty will end with him (Jeremiah 36:27-31). And so, King Jehoiakim’s unwillingness to listen to God’s Word dooms his people. 

Where is the Gospel?

The response of Judah’s kings to God’s Word determines the course of their nation. And where Josiah saved his people, Jehoiakim doomed them. Jeremiah teaches us that we need a king who responds appropriately to God’s Word. Thankfully, God has given us that King in his son, Jesus. In fact, Jesus’ name is an English form of the name “Josiah.” And the same royal blood that ran through Josiah’s veins ran through his. But even better than his namesake and forefather, Jesus not only listened and obeyed God’s commands, he embodied them (John 5:16, John 1:14). In his life, the flourishing God promised to Josiah became a reality. When Jesus touched people, they were healed. When Jesus spoke, forces of darkness and evil scattered (Luke 4:38-41). When he cried by the tomb of his friend, his friend came back to life (John 11:43). 

But even though Jesus embodied God’s Word perfectly, he was torn apart like Jehoiakim tore and burned Jeremiah’s scroll. Yet, even in his death, Jesus made real and embodied God’s Word. He was condemned, doomed, and exiled, just as Jeremiah’s prophecies warned Jehoiakim would be. In Jesus’ death, God’s King embodied God’s words of judgment against everyone who refused to listen to him. Jesus took into his own body the death, exile, and doom people like Jehoiakim deserve. 

But because Jesus embodied both the life God commands and the judgment God requires, Jesus rewrites the story. He is the King who perfectly obeyed and the King who has died for his people’s disobedience. So God raised Jesus from the dead and invites all of us to accept the eternal rule of King Jesus. In his Kingdom, there is both pardon for our disobedience and a life of flourishing forever.

See For Yourself

I pray that the Holy Spirit will open your eyes to see the God who has given his word to kings. And may you see Jesus as the one who determines the course of his Kingdom and the lives of all who repent. "
spokengospel_Jeremiah 36_video,Jeremiah 36,The Fate of Nations,https://cdn.prod.website-files.com/63ec12d1cd984b7ed1155746/6402933e4b57269e986b4bf4_book-hero-ph.webp,https://www.youtube.com/watch?v=uzgzYx4e7rg,https://www.spokengospel.com/devotionals/jeremiah-36#read,"In Jeremiah 36, we see that we need a king who responds appropriately to God’s Word. Thankfully, God has given us that King in his son, Jesus. ",video,Jeremiah Bible Study,
spokengospel_Jeremiah 45-49_text,Jeremiah 45-49,God Will Judge,https://cdn.prod.website-files.com/63ec12d1cd984b7ed1155746/6402933e4b57269e986b4bf4_book-hero-ph.webp,https://www.spokengospel.com/devotionals/jeremiah-45-49#read,,"In Jeremiah 45-49, we see that when Jesus simply speaks, the proud will be defeated and scattered, and God’s people will inherit the whole earth as their eternal homeland.",Website,Jeremiah Bible Study,"What’s Happening?

The previous 44 chapters of Jeremiah’s prophecies have all pronounced a day of judgment against Judah. After Jeremiah’s secretary finishes compiling all of Jeremiah’s warnings, he is afraid and overwhelmed with grief over the coming loss of his nation. But Jeremiah widens Baruch’s view of what God is doing in their lifetime. He tells him that God is judging Judah for her rebellion, but he will also judge Judah’s enemies. God's judgment of his people is just the beginning. God is coming to do justice against all evil and all pride in all the earth (Jeremiah 45:1-5). 

In the next chapters, Jeremiah condemns the neighboring nations of Egypt, Philistia, Moab, Ammon, Edom, Damascus, Kedar, Hazor, and Elam. Jeremiah predicts they will fall to Babylon, just as Judah has. While God had condemned Judah for her failure to listen to God and his laws, God condemned these nations for their pride and their cruelty towards God’s people. Egypt boasts their dominion is as sure as the Nile River is wet (Jeremiah 46:8). Moab’s arrogance is known throughout the world (Jeremiah 48:29). Ammon believes their wealth makes them immune from attack (Jeremiah 49:4). Edom believes their superior military positioning justified their war crimes (Jeremiah 49:16). But God promises whatever wrongs they have done in their pride will be repaid in their humiliation. Babylon is coming for them all.

But Jeremiah also prophecies that every nation God humbles for their pride and violence will one day be restored to their former glory. God first tells his people in Judah that he plans to protect and restore all they have lost (Jeremiah 46:27-28). Then God promises Egypt, the nation that once enslaved God’s people, that he will rebuild their civilization (Jeremiah 46:26). Moab, Ammon, and Elam (nations who at one time or another attacked God’s people) are also all promised a future restoration (Jeremiah 48:47; 49:6, 34-39). God is upending the world as Baruch and Jeremiah know it. Babylon’s apocalypse will judge the pride of all nations, not just Judah’s. But after their pride has been dealt with, God promises the ancestral lands of all people will be restored. 

Where is the Gospel?

If you’ve found it difficult to read 44 chapters of prophecy after prophecy of God’s coming judgment against his people in Judah, you are just like Baruch. And God’s word to Baruch is the same word he offers you. God wants to widen your view of what he is doing. God is coming to entirely rid his world of pride, evil, and violence. But God is also coming to replant the humble in their homelands and restore what was stolen by others' pride. 

In the very last book of the Bible, the prophet John tells us the same thing—namely, that God will come very soon to judge all pride once and for all. One day, every proud nation of the world will gather against God, ready to oppose him and those who humbly trust him (Revelation 19:19). But in the exact moment they muster their armies, God sends his son Jesus, the true King of the world, out to meet them. And when he arrives, Jesus simply speaks, the proud are defeated and scattered, and God’s people inherit the whole earth as their eternal homeland (Revelation 19:20-21). And just as judgment wasn’t the end of the story for Judah or the nations that attacked her, it is not the end of the story for our world either. God creates a new earth where the humble from all countries who have rallied behind Jesus inherit homelands and have all they’ve lost restored (Revelation 21:1-3). Baruch was supposed to be encouraged by Jeremiah’s partial picture of the justice and restoration God would bring at the hands of Babylon. This means we can be even more encouraged by the full story of God’s restoration that will be brought about through Jesus. 

See For Yourself

So, I pray that the Holy Spirit will open your eyes to see the God who will judge the enemies of pride and evil fully and finally. And may you see Jesus as the one God sends to humiliate the proud and restore the humble. "
spokengospel_Jeremiah 45-49_video,Jeremiah 45-49,God Will Judge,https://cdn.prod.website-files.com/63ec12d1cd984b7ed1155746/6402933e4b57269e986b4bf4_book-hero-ph.webp,https://www.youtube.com/watch?v=e_b69K4mR6Y,https://www.spokengospel.com/devotionals/jeremiah-45-49#read,"In Jeremiah 45-49, we see that when Jesus simply speaks, the proud will be defeated and scattered, and God’s people will inherit the whole earth as their eternal homeland.",video,Jeremiah Bible Study,
spokengospel_Jeremiah 40-44_text,Jeremiah 40-44,Judah Vanishes,https://cdn.prod.website-files.com/63ec12d1cd984b7ed1155746/6402933e4b57269e986b4bf4_book-hero-ph.webp,https://www.spokengospel.com/devotionals/jeremiah-40-44#read,,"In Jeremiah 40-44, we see that in Jesus, God’s last word to us is not his powerful anger but his overwhelming love for us demonstrated in Jesus.",Website,Jeremiah Bible Study,"What’s Happening?

Judah is about to vanish as a nation. Their only hope is to listen to what Jeremiah has consistently prophesied by submitting to Babylon and its king. Sadly, even after Judah’s capital is destroyed and most of its citizens are exiled, Judah does not do this. After their victory, Babylon deputizes Gedaliah as a puppet governor. It warns him that Judah lost their nation because they failed to obey their God by submitting to them (Jeremiah 40:1-6). As word spreads that the Babylonian onslaught has ended, poor farmers, refugees, and Judah’s few remaining militias gather around him. At first, Gedaliah repeats the Babylonian captain and Jeremiah’s prophecies and tells this remnant that their only hope is to accept God’s punishment and serve Babylon well (Jeremiah 40:7-12). He hopes this tiny but faithful remnant might begin to rebuild God’s kingdom once again.

But quickly, Gedaliah is assassinated, and a new rebel leader, Johanan, rises, calls Judah to join forces with Egypt, make one last stand against Babylon, and regain their kingdom with the help of Egypt’s gods and military power (Jeremiah 40:13-41:18). At first, Johanan asks Jeremiah to seek God’s counsel and promises to do whatever God says (Jeremiah 42:1-6). After ten days of praying, Jeremiah tells Johanan not to fear Babylon and to stay in Judah (Jeremiah 42:7-12). Jeremiah warns that God will view going to Egypt for protection as an act of rebellion on par with the disobedience that incurred Judah’s exile in the first place (Jeremiah 42:13-22). Johanan must trust God and stay in Judah rather than trust the power and gods of Egypt. But Johanan accuses Jeremiah of conspiring against him, orders Judah’s remnant to march towards Egypt in defiance of God’s words, and drags Jeremiah with them (Jeremiah 43:1-7).

Once they arrive, Jeremiah pronounces they cannot hide from God’s judgment. Babylon will find them and destroy all who have trusted Egypt and her gods over God and his power (Jeremiah 43:8-13). Jeremiah spends a whole chapter indicting Judah for their faithlessness in Egypt and promises that soon Babylon will conquer the leaders and gods they’ve chosen to trust over him (Jeremiah 44). Judah’s story then abruptly ends. Babylon invades Egypt, God’s people scatter, and Judah essentially vanishes. The only people of God left are imprisoned in Babylon. 

Where is the Gospel?

Jeremiah’s account of Judah’s history ends with their total judgment. There is no one left whom God has not punished for their faithlessness. Judah’s disintegration proves that to the bottom, God’s people are unwilling to submit to him and his commands. Their only hope for rescue is if God raises them out of exile by his power. 

And one day, God does—he enters into his people’s exile himself. God, in the person of Jesus, was born under Roman rule to a people who still resisted God’s commands (John 3:16; Luke 4:18-19). But Jesus, unlike his fellow countrymen, submitted to God no matter the price (John 5:19-20). Unlike Johanan and so many other Judean citizens and kings, when God tells Jesus to submit to Roman power, he does so, even when that means his death (Luke 22:42). Then, just as Jeremiah prophesied, after submitting to imperial power and accepting exile among the dead, Jesus rose from his grave (Luke 24:1-12). In that moment, a Kingdom that Gedaliah could only dream of was born. Jesus secured through his exile and resurrection a Kingdom of eternal life, where no empire, king, or even death holds power (1 Corinthians 15:55-57). Jesus has done what no Judean leader ever did, and in so doing, he has rebuilt God’s Kingdom and rules as the true King of God’s people, promising we will never be exiled from him again. 

God’s last word to us is not his powerful anger but his overwhelming love demonstrated in the person of Jesus. God never leaves his people in their judgment, hopelessness, and exile. God always provides a powerful way to rescue his own. So instead of trusting kings, powers, or other gods, trust Jesus, who will raise you with him.

See For Yourself

I pray that the Holy Spirit will open your eyes to see the God who loves his people. And may you see Jesus as the one who saves us from our exile."
spokengospel_Jeremiah 40-44_video,Jeremiah 40-44,Judah Vanishes,https://cdn.prod.website-files.com/63ec12d1cd984b7ed1155746/6402933e4b57269e986b4bf4_book-hero-ph.webp,https://www.youtube.com/watch?v=yeYCj0vHgSE,https://www.spokengospel.com/devotionals/jeremiah-40-44#read,"In Jeremiah 40-44, we see that in Jesus, God’s last word to us is not his powerful anger but his overwhelming love for us demonstrated in Jesus.",video,Jeremiah Bible Study,
spokengospel_Jeremiah 26-28_text,Jeremiah 26-28,Surrender and Submit To Babylon,https://cdn.prod.website-files.com/63ec12d1cd984b7ed1155746/6402933e4b57269e986b4bf4_book-hero-ph.webp,https://www.spokengospel.com/devotionals/jeremiah-26-28#read,,"In Jeremiah 26-28, we see that, like Jeremiah, Jesus told us we have to submit to death and exile if we are going to experience God’s restoration.",Website,Jeremiah Bible Study,"What’s Happening?

Babylon is a growing threat to the kingdom of Judah, and the prophet Jeremiah tells his people that their only hope is to surrender. But this strikes the religious leaders of Judah as unpatriotic at best and a denial of their faith at worst—after all, God gave them this land. But as Judah’s royal house and religious elite prepare to fight for their God-given nation, Jeremiah begins a public campaign against them. No matter how big an army Judah can muster, their country will be destroyed if God’s people do not start trusting God for their nation’s survival and obey his laws once again (Jeremiah 26:1-6). The religious elite are angry at Jeremiah's accusations, so they drag him to a local courthouse, accuse Jeremiah of being a traitor to both the king and God’s people, and demand his immediate execution (Jeremiah 26:7-11). Defending himself, Jeremiah says they have no right to condemn him simply for speaking what God has told him to say. Besides, Judah’s destruction isn’t inevitable. If they trust God to protect their nation and abandon the treaties and idols they currently worship, God will preserve their city (Jeremiah 26:12-13). In response to Jeremiah’s defense, the courtroom is divided, and Judah’s king lets Jeremiah go (Jeremiah 26:16-24).

But Judah’s leaders did not listen to Jeremiah’s warnings over the next decade. Jeremiah’s prophecies of doom start to come true. Zedekiah, Judah's last king, barely holds onto power and contemplates rebellion against his oppressor. But Jeremiah places an animal’s yoke on his back, walks into Zedekiah’s throne room, and tells him to submit and surrender to God’s servant—the Babylonian king Nebuchadnezzar (Jeremiah 27:1-7). If he refuses to accept the yoke of Babylonian rule, he will be punished like a mule who disobeys his master (Jeremiah 27:8-9). However, if God’s people are willing to trust God and surrender to Babylon temporarily, God promises that he will soon restore them to their land (Jeremiah 27:10-11). 

But again, this message flies in the face of Judah’s religious presumption and political pride. The prophet Hananiah snatches the yoke from Jeremiah’s neck and breaks it on the ground, declaring that Babylon’s yoke will be broken in two years (Jeremiah 28:1-11). But Jeremiah says history will prove who is telling the truth. Hananiah is a liar. If Judah fails to submit, Babylon’s yoke will only get heavier, and what little they have left will be taken from them (Jeremiah 27:17-21; Jeremiah 28:12-17). The only hope for Judah is to surrender, be exiled, and trust that God will one day return his people to their land and restore what they have lost (Jeremiah 27:22). 

Where is the Gospel?

The actions of Judah’s leadership reveal they abandoned their trust in God long ago. Judah must go into exile; God’s people must embody nationally the spiritual exile of their hearts. But God says that it’s in exile that he will begin to restore his people. And through their nation’s death, he will repair their broken trust.

But this would not come true until centuries later when another prophet named Jesus would deliver a very similar message that sounded like blasphemy to the religious elite. Jesus told his followers that they would need to trust him and submit, not to the yoke of imperial power, but to the gentle yoke he came to bring (Matthew 11:29-30). The gentle yoke of Jesus would not be a political exile but the yoke of death. Just as offensive to us as submitting to Babylon would have been in Jeremiah’s day, Jesus says we must lose our lives if we are to find them. And we must take on our back a heavy cross if we want to live (Matthew 16:24-26). Like Jeremiah, Jesus told us we have to submit to death and exile if we are going to experience God’s restoration. But the death and exile Jesus told us to shoulder is not our own; it’s his.

Jesus took up the cross he told his followers to carry. He lost his life so that we could find ours when he submitted to the yoke of Roman execution. But as both he and Jeremiah promised, submitting to death and exile brought life. Jesus rose from the dead (Mark 16:9). In his resurrection, the restoration Jeremiah promised Judah came true. Everyone who shares Jesus’ gentle yoke of death is promised to join him in his resurrection life forever (Romans 6:3-4). 

See For Yourself

I pray that the Holy Spirit will open your eyes to see the God who calls us to submit to his yoke. And may you see Jesus as the one who restores his people even after death. "
spokengospel_Jeremiah 26-28_video,Jeremiah 26-28,Surrender and Submit To Babylon,https://cdn.prod.website-files.com/63ec12d1cd984b7ed1155746/6402933e4b57269e986b4bf4_book-hero-ph.webp,https://www.youtube.com/watch?v=gdntREbvhlo,https://www.spokengospel.com/devotionals/jeremiah-26-28#read,"In Jeremiah 26-28, we see that, like Jeremiah, Jesus told us we have to submit to death and exile if we are going to experience God’s restoration.",video,Jeremiah Bible Study,
spokengospel_Jeremiah 50-52_text,Jeremiah 50-52,Babylon Will Fall,https://cdn.prod.website-files.com/63ec12d1cd984b7ed1155746/6402933e4b57269e986b4bf4_book-hero-ph.webp,https://www.spokengospel.com/devotionals/jeremiah-50-52#read,,"In Jeremiah 50-52, we see that if Jesus has been judged just as God said, we can be confident that God will defeat all our enemies and restore his Kingdom. ",Website,Jeremiah Bible Study,"What’s Happening?

For 40 years, Jeremiah has prophesied that God would one day send Babylon to invade Judah and exile its citizens for their failure to listen and obey God. But Jeremiah’s last prophecy is delivered to the king of Babylon just before Babylon besieges Judah. In it, Jeremiah announces Babylon’s destruction for abusing its role in Judah’s exile (Jeremiah 51:59-64). Jeremiah’s last prophecy isn’t of Judah’s deserved punishment but the defeat of Judah’s enemy and Judah’s ultimate restoration.

Jeremiah predicts Babylon’s ruin and how God will avenge the violence Babylon gleefully inflicted against Judah (Jeremiah 50:1-13). And for their arrogance, their whole civilization will lay ruined and humiliated (Jeremiah 50:31-32). Even though they have been a predator for decades, hunting and conquering the weak, God will raise an even greater nation to turn Babylon into prey (Jeremiah 51:34-35). And every idol Babylon has prayed to and trusted will be exposed as the dead lumps of metal they are (Jeremiah 51:17-19). For all the wrongs Babylon has and will inflict upon God’s people, Jeremiah promises that God will hold them accountable, destroy the guilty, and free his people (Jeremiah 51:24). Babylon will soon be judged for their great evil. Soon, the people of God will return to their homeland.

The final chapter of Jeremiah is not a prophecy at all. Instead, it describes in gruesome detail the fall of Judah at Babylon’s hands and how all the warnings Jeremiah spent 40 years delivering came true. Judah’s king is captured, and his sons are murdered. Judah’s citizens are first starved and then exiled. Both Judah’s capital and God’s temple are burned to the ground (Jeremiah 52:1-17). Every precious metal and sacred object is weighed, recorded, and added to Babylon’s treasury (Jeremiah 52:18-23). Finally, those not exiled are either left as beggars or executed (Jeremiah 52:24-30). 

The last chapter of Jeremiah recounts Judah’s fall in extreme detail because it means there is hope. If Jeremiah was right about Judah’s fall, then he must be right about Babylon's too. If Judah has been judged, Babylon will fall just as God said. As a sign that God will do this, Jeremiah tells us that a prince from Judah’s exiled royal family now sits at the Babylonian king's dinner table (Jeremiah 52:31-34). God’s royal family is still alive, Judah is not dead, and a new king has risen in exile. Jeremiah ends with the hope that if God’s prophecies of doom have all come true, his promises of Judah’s restoration and the defeat of her enemies will also come true. 

Where is the Gospel?

Jeremiah’s prophecies didn’t simply come true in his time; they also set the pattern for God’s victory over evil and pride in all times. The future hope that Babylon would fall was grounded in the fact that Judah’s prophesied destruction and judgment came true. Similarly, our future hope that our enemies will be defeated is grounded in the fact that Jesus died and was judged on the cross (John 9:39). If Jesus has been judged just as God said. We can be confident that God will defeat all our enemies and restore his Kingdom. 

Revelation, the very last book of the Bible, describes some of the events leading up to God’s ultimate judgment. It follows the same pattern as the book of Jeremiah. One of the first images in the book is of a bloodied lamb sitting on a throne. It symbolizes that just as Judah was judged and exiled for its evil, Jesus takes his throne, bloodied from his crucifixion. And just as God raises a royal son to the king’s table in exile, Jesus is raised from his exile among the dead and seated on a throne in heaven (Revelation 4). Then, the government responsible for violently killing King Jesus and his people falls in a climactic battle (Revelation 19). The author of Revelation even calls this world power “Babylon.” And just as God’s people returned to their kingdom in Jeremiah’s day, in Revelation, God returns to earth, establishes an eternal Kingdom, and promises to live with his people forever (Revelation 21). The future that Jeremiah predicts and comes true in Judah’s history sets the pattern for how God will forever deal with all evil, pride, violence, and disobedience. 

So, like the original readers of Jeremiah, we wait. We wait for the day that all our enemies are dealt with and all evil and pride will be purged from the earth. And as we wait, we can look up and see Jesus, risen from the dead, seated on God’s throne as both a prophecy and a sign that one day we will rise in victory just like him (Colossians 3:1-3). 

See For Yourself

I pray that the Holy Spirit will open your eyes to see the God who always judges pride and evil. And may you see Jesus as the one who will soon do it."
spokengospel_Jeremiah 50-52_video,Jeremiah 50-52,Babylon Will Fall,https://cdn.prod.website-files.com/63ec12d1cd984b7ed1155746/6402933e4b57269e986b4bf4_book-hero-ph.webp,https://www.youtube.com/watch?v=gYm22zufVKg,https://www.spokengospel.com/devotionals/jeremiah-50-52#read,"In Jeremiah 50-52, we see that if Jesus has been judged just as God said, we can be confident that God will defeat all our enemies and restore his Kingdom. ",video,Jeremiah Bible Study,
